id,spend12,age,dist,pop,tripFreq,nMarketing
4432327.646,944.79,57,9.536,49423,1.4,1
3215523.19,437.81,37,3.788,22278,2.98,0
1359806.207,533.83,24,5.246,57815,0.6,3
5299593.928,708.08,48,10.233,48501,0.63,1
2878205.875,913,58,9.098,57020,1.44,0
5411421.479,1226.38,66,5.498,25265,2.29,1
2945161.388,921.75,57,2.758,49131,2.37,0
3996225.693,510.87,43,7.515,50334,0.03,0
5115039.423,1008.71,58,1.403,54253,2.35,1
1300725.887,930.53,56,4.204,41141,2.79,1
4270596.117,413.39,36,1.735,41800,2.3,0
1784208.947,299.25,31,1.444,28739,2.33,0
2709160.396,648.73,46,6.377,23990,0.13,1
5816429.031,389.98,35,4.901,40575,1.86,0
1801279.611,455.67,38,2.231,47153,1.7,0
5992816.44,1338.23,62,10.724,34100,0.4,3
2511901.435,484.24,41,7.577,59798,0.45,0
1752099.217,921.47,58,2.064,44172,0.61,0
4172552.864,531.82,43,1.05,26447,0.53,0
5262971.553,290.22,29,1.347,22957,1.49,0
4852904.565,372.5,35,8.198,34961,0.11,0
1422867.766,878.67,51,3.325,20879,2.28,2
5020562.151,542.48,42,1.167,39305,1.86,0
4535908.081,1713.31,80,1.071,23627,1.89,0
4515460.701,659.42,45,2.777,54536,1.12,1
5043783.87,1083.9,63,5.125,23777,1.88,0
4383796.684,1201.48,65,7.657,55002,1.53,1
4123865.617,672.09,48,6.819,37501,0.2,0
4372158.471,266.59,29,2.817,47657,0.14,0
1133515.862,476.29,40,1.159,25976,0.85,0
3566503.183,1030.46,61,4.742,36746,2.01,0
1734653.999,1140.41,60,3.682,57693,2.44,2
3219715.5,613.76,47,1.189,43486,1.05,0
1398228.808,396.12,33,5.506,59677,1.43,1
1832499.275,436.43,38,10.595,28851,0.98,0
4473524.553,1268.22,68,2.945,21485,0.74,0
4437918.628,482.53,37,2.339,29278,1.77,1
5147333.261,944.13,56,3.223,40028,1.47,1
5286072.926,761.82,39,2.806,58392,0.04,3
2380338.792,707.06,49,10.634,50652,2.1,0
1439504.6,767.41,52,6.349,24264,1.69,0
5103193.98,591.24,46,1.498,59288,0.76,0
5208001.457,967.61,60,8.951,44083,0.47,0
5365739.189,487.82,40,2.962,37281,0.05,0
1832094.422,1058.45,63,1.021,36235,0.18,0
4137052.677,729.6,48,2.076,26718,2.02,1
2797503.65,1163.42,56,1.592,37472,2.96,3
3117768.592,444.65,37,5.858,35767,2.4,0
3898223.982,740.6,48,4.967,23182,1.68,1
1369591.903,546.37,44,6.449,36744,1.03,0
2635844.883,1044.51,57,4.698,37354,1.81,2
3037968.786,755.78,49,2.018,31286,1.78,1
1763023.593,841.3,55,4.897,45401,2.36,0
5147630.9,445.26,39,12.069,49222,2.28,0
4755531.88,882.64,57,11.692,49857,1.82,0
4633974.473,725.4,48,1.567,55765,2.23,1
1334290.244,512.61,40,1.358,59954,0.11,1
2008785.563,975.51,58,7.647,48268,1.48,1
5485487.867,751.11,51,10.872,22083,1.49,0
2359950.86,443.91,39,4.149,47344,2.53,0
5735301.164,736.19,51,4.436,25863,2.01,0
4037308.464,767.92,53,3.881,28224,0.92,0
5285129.992,833.92,53,2.098,26439,2.04,1
4802070.365,538.8,42,7.189,41693,2.85,0
3821352.696,491.83,37,2.652,25028,0.92,1
2430461.494,1289.4,67,1.621,42778,2.54,1
3567157.133,619.99,47,9.41,21797,1.42,0
2675852.489,779.72,53,6.333,22895,2.26,0
4489439.763,1146.18,65,4.051,39878,1.45,0
3199778.158,554.65,44,11.285,28866,0.41,0
5553271.441,716.34,51,1.155,55481,0.62,0
2221693.01,647.77,47,1.742,44286,1.51,0
5200172.585,938.23,52,1.412,47390,2.51,2
2744457.02,715.13,48,9.618,25668,1.85,1
4452378.393,855.8,55,1.855,30603,0.5,0
1471358.307,616.96,47,1.005,31723,0.23,0
5567418.509,1180.32,56,6.569,37829,0.86,3
4117475.196,517.36,39,5.531,48407,1.62,1
4832265.353,1133.46,63,1.214,45389,2.99,1
1361924.326,1006.32,61,6.969,34111,2.19,0
3350360.231,867.52,56,4.763,31166,0.47,0
2115898.846,1379.6,71,3.638,23194,2.95,0
3941289.212,318.37,32,8.305,21381,1.44,0
4475232.33,756,52,5.327,41216,0.22,0
2745203.064,772.92,39,1.922,36445,0.44,3
2214087.426,1067.05,63,1.574,53074,1.55,0
4405072.233,459.29,37,3.269,39389,0.62,1
3142549.624,410.63,32,2.802,41528,1.73,1
2322138.273,749.23,44,9.925,54793,2.69,2
4437001.057,648.23,48,8.61,41525,2.82,0
2672557.357,817.43,51,8.377,34598,2.12,1
2403253.272,1038.84,61,6.428,39977,0.63,0
1421672.901,599.27,45,4.228,35699,1.4,0
5758942.539,1058.97,61,11.689,50907,0.37,1
2024753.148,403.56,35,2.743,36942,0.91,0
5177777.178,455.18,35,1.881,30256,0.29,1
4990819.599,712.74,48,1.814,29159,1.14,1
2612490.906,825.28,54,6.508,37760,1.92,0
2647500.065,919.95,57,1.565,31935,2.56,0
3816777.244,312.24,30,1.045,42315,0.79,0
3497708.14,1096.42,61,2.519,44079,0.86,1
1741958.32,1245.24,68,2.548,34726,1.92,0
2549324.951,672.34,48,1.335,35879,2.76,0
3946148.772,1041.25,60,4.243,20325,1.1,1
1768201.058,398.99,36,2.844,28232,0.26,0
1160173.473,695.05,49,1.74,51005,2.51,0
4390208.927,829.14,54,7.527,23885,0.27,0
4311150.498,1299.77,67,3.13,41604,2.26,1
5814980.219,1301.34,70,2.086,33728,1.94,0
5651409.539,683.38,49,3.958,59868,0.22,0
2339601.198,809.23,51,1.384,35213,2.87,1
2392832.045,788.76,50,6.959,20323,0.95,1
2265701.927,587.99,46,3.852,48713,0.18,0
5954822.566,557.01,44,1.283,53157,0.63,0
5148521.704,1010,60,1.621,33311,2.45,0
1358558.658,474.79,30,4.768,26293,1.79,2
5486227.119,784.79,51,1.968,21797,2.92,1
1678495.285,946.16,58,4.654,33787,2.6,0
4923937.213,679.65,48,10.857,57079,1.61,0
2231764.21,1075.36,63,9.102,36060,2.85,0
1136687.81,1105.56,63,6.487,34334,2.93,0
4584985.589,711.43,51,7.891,38127,0.17,0
5761076.448,649.33,47,9.443,43245,1.41,0
3231536.371,939.62,57,4.906,25485,0.63,1
3441103.333,1114.78,62,1.29,34660,0.24,1
2385603.506,586.41,42,1.249,36899,0.24,1
1972924.037,682,47,3.535,30014,1.5,1
4976873.244,913.01,51,2.013,23351,0.95,2
5604396.456,878.4,56,8.411,31923,0.76,0
4992342.323,966.86,58,1.628,38402,0.12,1
2105602.797,559.08,43,1.629,32015,2.34,0
1228908.273,543.43,42,2.073,42993,2.55,0
4461315.867,884.92,56,1.195,32153,2.67,0
4274773.721,801.63,51,1.308,41241,0.92,1
4514244.856,1304.62,69,1.682,23157,1.24,0
3876483.379,658.62,47,1.148,36785,2.83,0
3066339.431,856.24,44,9.327,56064,2.28,3
5485732.546,827.95,55,5.134,38352,1.72,0
3392163.257,727.23,51,3.177,44040,1.09,0
4167532.53,714.52,50,6.271,54970,2.57,0
5945660.119,697.7,50,10.853,34684,1.38,0
2940749.97,456.78,38,1.93,56664,2.8,0
4857112.977,601.87,38,1.155,54672,0.26,2
1892133.571,1412.36,71,3.15,24698,2.82,1
5173326.928,708.66,47,9.226,47605,0.36,1
3671593.765,1034.31,62,7.612,30184,1.71,0
1912116.083,1004.43,61,2.323,50994,2.97,0
1684302.57,625.96,44,4.66,46425,2.48,1
2058263.044,1097.52,62,5.021,41223,0.45,1
3001941.821,915.59,58,10.504,52552,1.99,0
4978732.016,609.69,46,7.172,28458,0.75,0
5379354.075,446.43,39,1.085,25308,2.5,0
1241385.649,755.48,51,4.925,49904,1.1,0
4426283.767,318.87,30,5.674,40360,0.82,0
4646743.908,741.16,51,1.067,29508,0.18,0
1688110.759,544.84,41,3.696,48405,0.98,1
1943434.485,584.08,44,6.423,47592,0.66,0
2982215.877,823.87,55,3.585,56743,0.48,0
2006001.777,770.2,45,1.074,24288,2.42,2
5100704.108,409.33,37,5.619,37015,2.62,0
1718900.964,497.22,40,1.352,55150,1.35,0
3089238.104,384.72,35,9.373,42812,0.8,0
1493397.806,692.76,50,5.623,56838,1.06,0
3270307.385,910.06,57,11.402,57728,2.94,0
4489940.164,692.45,44,3.985,37775,0.02,2
1446820.828,861.59,56,8.154,57063,1.88,0
3364311.495,882.45,57,4.028,54273,0.09,0
3582814.263,845.05,55,1.242,46535,0.95,0
5515057.097,568.67,44,1.834,44552,0.19,0
3173956.771,433.59,37,4.725,31106,1.91,0
1568243.845,1032.04,59,6.846,25708,0.19,1
2837763.411,1059.01,63,4.344,28124,0.16,0
3450438.013,582.45,42,1.431,34094,1.96,1
1167830.698,1227.8,65,5.221,27857,1.74,1
5847148.558,430.96,33,6.456,38695,1.8,1
1916958.473,677.41,49,1.832,38008,2.08,0
3600906.27,766.4,40,2.549,31176,0.28,3
1670911.717,777.04,53,3.011,50472,1.43,0
3024754.728,645.05,48,3.275,21583,2.39,0
3851721.047,682.53,48,1.228,51337,2.05,0
5500483.788,673.32,45,8.609,32148,2.37,1
5322220.923,635.72,46,2.477,29402,1.99,0
2896760.635,570.61,45,1.133,36379,0.55,0
2099843.658,1168.31,65,7.124,54415,2.21,0
3687942.123,466.11,40,6.99,59446,2.02,0
4956858.135,716.28,51,2.929,41758,1.15,0
5066665.935,676.13,34,9.135,56421,1.4,3
3849431.444,477.14,37,1.49,25511,1.98,1
2404793.195,626.98,47,8.679,51737,0.63,0
2040489.287,562.7,44,6.969,53333,1.3,0
3842524.181,137.44,18,8.036,21186,1.23,0
1394004.835,863.02,49,1.068,43112,0.74,2
1970264.254,843.57,55,5.498,23994,1.5,0
5614580.538,544.66,43,7.421,26369,1.7,0
1117639.599,1067.25,63,8.995,42807,2.37,0
5899039.968,911.69,52,2.626,31310,2.28,2
4839893.114,951.4,58,5.126,55151,2.11,0
2136725.513,703.13,49,4.166,56105,2.33,0
1250815.154,693.16,47,1.749,59890,1.84,1
5554436.054,461.61,39,4.553,35907,2.9,0
5382009.507,1197.97,65,2.639,32810,2.32,1
3441787.227,907.3,57,2.435,52052,0.41,0
1069667.234,828.11,55,7.046,56391,1.02,0
2686432.332,773.64,53,1.986,42959,0.92,0
5963429.014,611.88,45,5.39,42924,2.98,0
1385336.936,378.46,32,1.801,23027,1.21,1
5182517.467,701.6,47,4.165,53365,0.75,1
1986718.897,536.57,39,4.018,49715,1.77,1
4843797.243,853.9,53,7.256,22021,2.71,1
3720391.646,738.7,52,1.569,48349,0.56,0
2968789.474,816.7,54,3.354,49105,0.28,0
3993625.94,1076.66,63,7.508,21877,1.85,0
1907194.047,748.52,50,1.287,56486,0.96,1
3365546.614,514.94,41,2.458,58494,0.57,0
1313999.788,856.06,50,2.954,40251,0.5,2
2875457.927,362.61,33,2.687,25776,0.79,0
4462924.295,839.24,53,9.726,46930,2.15,1
5397946.155,664.65,49,12.108,35009,0.12,0
3115843.947,1012.79,60,2.675,47730,2.01,0
4749888.983,975.37,59,4.335,49420,0.49,0
4248302.449,743.09,48,1.931,57991,2.3,1
5941312.301,564.66,42,5.841,42588,1.16,1
2692903.196,593.32,46,3.217,40200,1.95,0
5011964.655,1065.82,63,11.045,48010,2.03,0
4244597.646,773.06,46,4.554,48266,2.59,2
5511790.787,1180.46,64,3.513,39595,2.47,1
5654092.335,812.53,53,1.119,59134,2.99,0
5468470.565,492.13,40,1.828,35163,0.78,0
2293779.329,602.77,45,2.848,50821,0.45,0
4867137.673,1095.57,64,4.683,46508,0.55,0
4713633.979,1025.71,51,1.107,55915,2.71,3
1709705.097,560.69,43,2.211,52090,1.75,0
4733935.603,931.12,56,3.934,26573,1.76,1
2197323.359,582.57,29,2.096,27886,2.37,3
2459585.371,534.23,42,1.257,52046,0.54,0
1520901.622,850.27,56,7.915,41042,1,0
1368300.32,586.09,44,1.32,29786,1.45,0
4285435.097,779.06,52,1.899,31049,1.1,0
3684717.443,860.93,54,5.532,51684,0.03,1
3451350.108,361.11,35,3.517,24762,0.46,0
2344497.548,1401.11,72,2.971,32612,0.42,0
1689853.542,884.63,57,1.049,41632,1.27,0
5462418.525,1135.26,62,6.709,40561,2.19,1
4000525.429,622.92,47,4.396,31743,2.87,0
3877952.097,420.18,36,3.576,37483,1.35,0
2051837.789,787.68,54,3.798,20709,0.06,0
1268775.629,469.01,40,3.589,31145,2.92,0
3328562.969,1169.1,65,1.124,42597,1.29,0
3042281.198,1061.4,60,1.717,49238,0.11,1
4302863.117,1051.25,62,3.827,51527,2.42,0
1162091.035,843.11,55,2.927,34653,2.45,0
4589546.246,1349.6,69,6.017,25104,0.05,1
2552432.163,378.58,34,11.208,47260,2.42,0
4542883.616,1044.78,52,2.937,45491,0.51,3
4932716.761,1003.69,61,2.226,42656,1.09,0
1227205.959,461.66,40,1.437,57611,0.88,0
5457825.297,813.32,54,1.464,53490,2.18,0
5138529.064,697.98,50,9.652,42513,0.79,0
3384171.535,1570.54,68,1.893,59825,1.41,3
2741533.711,1277.94,69,8.323,50543,2.1,0
4601877.396,976.17,60,3.066,55631,2.83,0
5483023.529,527.51,43,1.9,27251,0.67,0
3007363.902,534.63,42,5.43,45065,2.59,0
5076342.061,799.67,54,3.807,32013,2.1,0
3750356.274,584.46,44,7.053,48956,2.15,0
2958767.382,1089.92,61,1.871,30886,0.84,1
4199758.519,563.41,45,1.738,43517,0.18,0
5756435.361,939.93,58,7.537,53478,2.67,0
2502894.261,1183.5,66,1.188,45737,0.56,0
3253677.566,651.78,47,3.158,47522,2.43,0
4113161.393,938.39,47,3.961,53173,1.2,3
2691630.095,620.4,46,4.514,38901,2.07,0
4319968.783,751.57,51,1.802,34365,2.93,0
5658336.66,361.19,24,7.6,39849,0.34,2
2704983.05,344.76,33,6.37,53770,0.49,0
5877748.562,510.91,42,7.359,56070,0.46,0
1960798.766,636.08,44,1.1,38514,2.02,1
1817066.306,650.3,48,4.379,27067,1.51,0
3877293.389,1702.15,80,3.975,22065,2.42,0
2016910.247,816.2,54,3.852,51455,0.12,0
2523963.882,740.38,51,5.243,52831,0.42,0
5074821.959,806.61,51,2.57,34503,1.91,1
5181613.07,388.23,36,1.412,54413,1.55,0
3429552.809,753.4,50,1.518,34871,1.19,1
1774564.935,503.7,42,8.275,51409,1.91,0
4935170.334,634.91,47,1.069,41229,2.26,0
3048630.33,625.49,40,12.154,34426,2.27,2
5952009.587,792.86,50,5.658,24470,2.13,1
5199447.15,572.46,41,8.875,37345,0.85,1
5918310.328,484.7,41,2.719,31441,2.1,0
5735685.877,253.7,27,1.43,26878,0.96,0
1649975.323,882.01,56,5.937,48364,0.53,0
4992935.92,1234.54,66,7.764,38383,2.95,1
1528126.388,1003.66,61,3.804,25969,1.04,0
3906239.483,291.47,28,4.337,47554,0.88,0
4625721.824,616.2,46,2.133,36488,2.61,0
4614221.964,682.94,46,1.372,39732,0.11,1
1542457.103,468.22,40,1.767,40565,2.14,0
3657451.234,955.28,56,6.875,42333,2.84,1
3462658.162,1163.7,63,8.358,46392,0.94,1
2050106.891,891.61,54,4.557,59190,1.22,1
3218463.258,725.94,51,9.155,46641,2.56,0
4237103.899,831.91,52,11.071,45863,1.94,1
3665175.631,786.25,52,2.084,23917,2.36,0
1850428.633,612.42,45,1.765,42710,2.72,0
3299924.521,740.37,52,1.092,35041,0.43,0
5871996.179,967.62,59,5.74,20730,1.63,0
4552769.93,806.44,53,3.846,46787,1.66,0
2902451.589,1293.7,69,7.708,37638,2.2,0
3074919.136,561.72,41,1.838,42743,1.94,1
2415867.168,562.26,41,2.747,58941,1.31,1
1461801.125,401.27,35,6.762,31156,2.86,0
4991966.088,534.1,40,2.062,28895,0.54,1
3735301.662,545.89,41,1.092,43322,1.61,1
5825195.309,604.63,46,3.869,46660,2.16,0
4498815.964,682.54,47,3.758,59143,2.56,1
4469723.949,741.68,52,1.548,28104,0.49,0
1057758.627,746.93,52,11.431,51597,1.79,0
4178320.902,968.07,60,2.28,23970,0.44,0
1565562.912,1644.88,70,9.305,55163,2.71,3
3074132.217,772.14,53,5.204,55166,1.46,0
2503602.768,759.24,50,3.216,52101,2.26,1
4292819.281,1082.19,57,3.234,45468,1.83,2
2557262.075,564.78,43,5.489,56678,2.51,0
1504490.491,921.49,57,8.813,20461,1.46,0
3598975.376,523.26,34,1.789,28361,1.99,2
2937925.734,966.33,59,5.65,24754,2.01,0
4411575.799,254.34,28,3.099,26748,2.09,0
3229134.24,574.81,45,1.072,33936,2.12,0
3260372.903,389.59,36,5.296,20547,0.64,0
3561971.82,886.83,56,11.759,59196,2.6,0
4220879.427,945.37,57,1.144,22557,2.43,1
2713133.159,908.15,55,1.281,57512,0.33,1
4666428.262,518.42,41,1.227,57363,1.51,0
1110087.681,932.75,58,3.172,36811,0.16,0
1668274.105,432.63,38,7.582,39118,0.84,0
1744249.186,666.74,35,1.208,45660,2.37,3
3084089.506,372.2,33,1.145,58380,2.45,0
4744733.47,582.18,41,1.75,43609,2.85,1
1372789.97,470.33,40,1.886,56755,1.1,0
4851026.769,258.72,28,1.524,22262,2.38,0
5591851.843,470.83,40,11.707,24066,0.25,0
5419462.596,523.98,41,2.595,24520,1.99,0
2018403.519,987.18,58,3.428,54313,2.83,1
2796868.425,946.89,59,2.964,50995,1.38,0
4647956.394,527.29,43,1.035,46320,1.96,0
2481039.921,973.98,58,3.493,50316,2.47,1
5000337.388,646.98,48,4.861,47332,2.51,0
4197371.589,683.54,46,8.325,51832,2.59,1
4428536.345,482,38,1.915,23713,0.94,1
2869806.619,679.55,47,10.658,41048,2.06,1
5012177.724,835.16,55,10.494,43205,0.03,0
2050895.962,884.02,57,8.465,48298,0.41,0
3293151.919,911.89,55,2.102,30645,1.29,1
4893470.208,433.51,38,8.614,45219,2.27,0
2999266.746,576.92,45,10.554,53174,2.94,0
3104954.792,418.45,33,7.643,27399,1.09,1
5207392.256,989.98,60,1.119,35065,1.53,0
4596597.865,893.7,57,1.327,38483,0.2,0
3375260.582,735.31,48,12.026,21271,1.02,1
4894516.611,886.06,56,1.572,24218,0.54,0
4279737.744,898.1,54,7.281,49923,1.47,1
3549398.502,870.43,53,4.738,42364,2.09,1
5514976.168,1233.1,67,5.062,56589,0.85,0
2198674.648,554.87,40,8.505,50847,0.35,1
4436094.489,661.94,45,2.455,36413,2.6,1
1445809.837,1344.25,71,1.422,45466,1.77,0
2348191.862,981.45,54,3.825,37666,1.92,2
3462263.901,1155.85,55,5.03,43490,0.94,3
1471856.903,563.94,40,11.135,54315,2.74,1
2799287.214,610.7,43,4.289,36403,2.3,1
3196288.719,792.75,50,10.733,51638,2.65,1
5167564.908,667.51,49,1.467,51704,1.18,0
4246125.631,309.57,30,5.272,45009,0.19,0
1217364.451,426.82,38,2.428,48871,2.47,0
5725158.194,502.45,40,1.899,52807,1.14,0
2511895.554,747.64,52,1.771,31498,2.39,0
5828712.133,438.45,37,4.446,42351,2.56,0
1293793.455,873.43,56,1.429,44367,2.64,0
1260814.609,902.01,52,3.289,32831,0.02,2
1421974.8,487.61,38,3.392,38006,0.7,1
5857677.716,843.03,55,1.867,26947,0.89,0
2298176.735,708,49,9.376,42314,1.93,0
5423156.217,708.2,44,2.601,32597,1.91,2
2942074.778,719.1,51,9.226,23927,0.31,0
5771233.965,890.17,57,5.165,46158,0.04,0
2704591.628,1248.56,66,1.435,27805,0.82,1
5601923.911,1189.18,66,1.289,29910,0.62,0
4413682.457,767.87,50,10.149,48137,0.56,1
1480871.594,198.28,24,3.677,28953,1.62,0
2369677.393,725.75,50,11.246,22950,0.73,0
1539226.641,698.07,50,1.312,22688,2.56,0
1415001.567,385.72,32,1.441,20742,1.33,1
5173168.347,811.25,51,1.279,22339,1.5,1
3223905.136,1104.87,63,8.374,59398,1.66,0
1675165.292,846.01,55,1.11,57653,2.76,0
4737155.993,886.21,46,6.296,28934,0.26,3
3385061.041,437.02,39,3.487,50259,0.38,0
1199198.61,1272.42,67,2.844,54973,0.96,1
1537765.987,846.59,55,6.69,25835,2.67,0
5320365.355,691.35,49,1.358,33770,0.47,0
2513835.437,588.77,45,9.561,20576,2.31,0
5652115.288,710.37,50,6.069,42366,1.3,0
4306240.216,356.28,34,11.027,54135,2.18,0
2334639.847,662.12,48,6.171,21578,2.73,0
5663688.191,599.21,43,8.82,55655,0.44,1
2033094.997,1610.56,73,1.458,20713,2.31,2
4520227.497,648.92,40,2.36,45071,2.92,2
4000069.774,678.99,48,7.24,44828,1.6,0
1356678.83,1087.2,61,12.13,38577,1.26,1
1865525.971,473.92,40,1.17,48568,1.87,0
4871435.606,779.05,51,9.254,23348,2.62,1
1930390.931,508.33,42,1.675,36431,0.3,0
1852241.646,746.52,51,1.513,36633,1.9,0
2105553.949,775.5,52,10.089,41886,1.08,0
4019756.905,867.23,56,1.794,41785,0.08,0
4111133.784,730.94,51,2.234,41954,2.59,0
1975843.846,657.68,48,9.879,29247,2.9,0
1793418.149,595.94,46,1.777,24668,2.84,0
3421073.215,1032.36,51,1.076,48822,0.42,3
5651894.006,694.04,50,3.183,58590,0.99,0
2383250.051,1218.56,65,6.083,53003,1.28,1
1302118.422,451.94,38,1.069,43352,2.63,0
2216053.721,989.1,58,3,46767,2.78,1
3329486.011,883.15,57,1.296,39817,1.06,0
3744226.115,777.24,53,2.701,23976,2.72,0
5037934.073,775.86,47,3.249,43071,0.93,2
3452791.866,1383.29,63,8.106,55218,1.63,3
2861132.795,736.62,48,3.864,53166,2.88,1
2722910.798,1290.16,68,4.442,53030,1.45,1
1591994.872,506.4,42,1.505,59011,1.07,0
4601155.019,968.81,49,4.045,38981,2.08,3
5088018.849,653.41,45,4.677,37255,0.43,1
1895533.097,1024.01,60,6.362,22682,0.32,1
3102952.171,969.16,59,3.105,37427,2.3,0
2669588.737,915.53,58,4.999,55524,2.72,0
1843009.63,596.93,46,2.565,30165,1.55,0
2458912.009,1379.93,63,1.108,47854,1.66,3
5322502.642,541.37,42,5.925,20109,1.39,0
2166626.161,449.72,39,1.496,31961,0.08,0
1131526.261,950.73,59,1.891,53469,2.77,0
3567367.03,761.53,52,4.306,40525,0.97,0
3009118.643,729.63,49,3.872,39477,2.43,1
2149550.477,1063.32,62,11.631,45599,2.51,0
3009515.226,819.35,51,8.985,38909,2.75,1
1965404.24,227.55,24,3.051,56352,2.74,0
2862697.416,503.13,42,9.791,43360,1.29,0
2510123.223,523.52,43,2.628,30914,0.32,0
1914075.766,1178.69,61,1.316,49950,2.41,2
3898167.053,924.26,55,10.904,30093,1.93,1
4332213.393,402.18,36,3.185,53000,2.31,0
4342990.685,900.69,55,1.131,54719,2.7,1
1104923.378,1087.19,61,1.705,57326,2.74,1
4121131.187,649.89,46,7.039,37568,0.11,1
2205881.293,696.31,49,1.743,39626,2.22,0
4765036.083,837.97,54,2.408,55025,1.97,0
3381494.069,759.37,51,3.45,37627,2.36,0
4846000.005,970.09,53,1.265,25909,1.84,2
3725973.125,978.31,59,6.941,28667,1.13,0
1304617.275,1039.7,61,8.659,52310,1.91,0
2146960.381,1233.65,68,1.601,48079,2.64,0
1563699.378,595.94,45,3.289,27179,0.69,0
1921173.043,603.68,46,10.647,45642,1.6,0
1550811.501,664.2,42,1.194,36870,1.17,2
1370947.334,663.25,45,6.923,27837,0.54,1
1105786.12,890.44,57,4.462,26288,2.32,0
2368396.84,860.06,54,9.78,52314,2.45,1
1222136.773,1035.92,62,5.514,53131,1.44,0
5940228.738,899.53,57,2.12,37515,0.15,0
3698454.2,528.44,43,1.101,55191,1.7,0
2216222.261,1067.56,60,3.67,41830,0.58,1
3315796.957,746.24,38,4.131,48253,1.18,3
2931684.783,534.78,43,4.316,52608,1.01,0
5489208.406,580.17,44,1.591,33655,1.63,0
4749586.269,961.03,47,7.959,53869,2.99,3
4048388.73,403.32,37,3.981,30530,1.82,0
3855945.651,1533.31,76,3.359,33572,2.24,0
2201245.988,1092.59,63,2.583,32599,2.43,0
4819106.01,602.46,46,7.742,22175,0.04,0
1841515.356,360.64,34,2.162,58910,2.67,0
1197955.583,623.92,46,1.068,47993,2.43,0
3487978.572,941.92,56,1.89,25514,1.3,1
5556212.584,760.16,49,10.695,20550,1.46,1
2203018.272,1136.17,65,6.339,38743,1.45,0
4113534.283,939.38,59,7.743,40734,0.93,0
4495284.625,1002.49,60,3.731,55296,0.79,0
1777169.386,570.72,43,3.184,53922,0.02,1
5767174.486,765.15,50,1.388,21506,0.86,1
5616065.411,654.58,45,1.502,30797,0.03,1
1336650.809,390.71,36,11.515,42890,1.18,0
1783568.639,994.23,60,2.287,52215,1.15,0
3565610.465,893.48,56,8.111,43904,1.66,0
1921956.01,533.39,42,2.855,29357,2.23,0
2653163.46,618.62,46,10.285,25740,0.25,0
4791747.073,1133.61,60,6.804,42481,1.84,2
3505879.382,738.77,51,3.647,50236,0.26,0
5602826.85,745.38,49,9.307,40773,2.39,1
1469462.988,298.83,24,1.733,39267,1.78,1
1532305.904,1068.72,63,2.856,59897,1.5,0
5751813.767,1030.36,59,4.186,28434,0.15,1
2280197.208,256.21,26,1.487,36145,2,0
2401612.277,913.2,52,1.617,23718,1.89,2
4204419.53,1163.83,64,1.736,47464,1.46,1
1981644.458,1126.09,64,8.329,45373,1.29,0
3689655.99,402.58,35,5.917,49239,2.36,0
5953867.113,532.57,39,3.651,59594,2.97,1
3538194.216,641.2,48,9.309,30379,1.22,0
1321915.902,693.98,50,1.015,55525,1.89,0
3202025.669,827.41,55,4.744,23254,2.02,0
4074446.301,318.05,31,11.462,24619,2.95,0
3123048.875,637.17,44,3.893,41955,0.87,1
3991798.044,1219.87,66,1.474,34665,0.21,1
4941481.244,817.15,54,2.443,37946,0.31,0
3860220.151,453.62,36,2.44,26975,0.56,1
4209735.125,548.99,44,2.044,52233,0.39,0
1604914.234,624.63,47,4.407,39786,1.3,0
3352071.506,425.98,38,3.148,56040,2.24,0
3997929.015,922.98,57,3.8,33009,2.43,0
3701489.787,1019.19,56,5.259,36154,2.63,2
3908568.393,992.73,60,10.15,30029,1.52,0
3247285.963,729.97,49,5.647,39673,0.66,1
1169555.91,645.18,44,4.683,35735,2.5,1
4529614.47,708.42,47,10.312,31929,1.54,1
5134202.829,785.47,52,4.125,41051,2.88,0
1090317.528,630.64,45,9.956,59326,1.12,1
5919654.883,971.24,48,1.515,54781,1.87,3
3234315.019,866.4,55,2.631,24665,2.48,0
4314051.902,151.84,21,3.053,45239,0.15,0
3776024.269,838.81,53,2.346,46396,2.29,1
2039515.682,763.82,53,1.118,42908,0.34,0
2018405.183,1083.83,61,4.173,33029,1.11,1
4265489.131,1472.79,74,3.968,59315,2.39,0
2795781.717,714.32,51,10.069,42500,0.29,0
4662086.548,821.24,52,11.815,38304,0.37,1
5603567.307,1072.52,62,3.265,35390,1.56,0
5534918.868,674.59,49,1.359,51410,0.96,0
3299832.458,829.14,55,1.176,49493,2.72,0
5198331.64,944.48,48,3.152,52439,2.83,3
4252738.715,429.05,34,1.364,41649,0.14,1
5372895.879,782.57,51,9.083,37397,2.09,1
1171635.912,1072.45,62,10.262,32060,1.21,0
4053717.525,503.15,39,2.782,21155,1.92,1
2425457.826,807.36,51,6.213,26758,1.72,1
1161171.715,728.69,48,1.871,42583,1.93,1
3962001.323,1118.37,62,1.796,37716,0.41,1
2498543.642,703.47,48,3.678,39841,0.72,1
3014771.391,806.13,53,7.686,56716,2.65,0
2800873.816,966.13,59,1.37,44257,2.94,0
1657645.548,950.9,59,1.045,44643,2.73,0
1960441.955,765.55,52,1.327,58385,1.72,0
4387714.13,850.52,55,6.287,38866,1.7,0
5391629.255,609.85,45,3.307,34466,1.61,0
4137975.482,502.91,39,1.247,41971,0.62,1
5845386.319,1200.35,67,8.248,50862,1.97,0
2071211.185,302.6,31,2.632,49010,0.26,0
